$id,event,talent
38,"900231*10,900232*10,900233*10,900234*10,900235*10,900236*10,900237*10,900238*10,900239*10,900240*10,900241*10,900242*10,900243*10,900244*10,900245*10,900246*10,900247*10,900248*10,900249*10,900250*10,900251*10,900252*10,900253*10,900254*10,900255*10,900256*10,900257*10,900258*10,900259*10,900260*10,900261*10,900262*10,900263*10,900264*10,900265*10,900266*10,900267*10,900268*10,900269*10,900270*10,900271*10,900272*10,900273*10,900274*10,900275*10,900276*10,900277*10,900278*10,900279*10,900280*10,900181*5,900182*5,900183*5,900184*5,900185*5,900186*5,900187*5,900188*5,900189*5,900190*5,900191*5,900192*5,900193*5,900194*5,900195*5,900196*5,900197*5,900198*5,900199*5,900200*5,900201*5,900202*5,900203*5,900204*5,900205*5,900206*5,900207*5,900208*5,900209*5,900210*5,900211*5,900212*5,900213*5,900214*5,900215*5,900216*5,900217*5,900218*5,900219*5,900220*5,900361*5,900362*5,900363*5,900364*5,900365*5,900366*5,900367*5,900368*5,900369*5,900370*5,900371*5,900372*5,900373*5,900374*5,900375*5,900376*5,900377*5,900378*5,900379*5,900380*5,900381*5,900382*5,900383*5,900384*5,900385*5,900386*5,900387*5,900388*5,900389*5,900390*5,900436*6,900437*6,900438*6,900439*6,900440*6,900441*6,900442*6,900443*6,900444*6,900445*6,900446*6,900447*6,900448*6,900449*6,900450*6,900451*6,900452*6,900453*6,900454*6,900455*6,900456*6,900457*6,900458*6,900459*6,900460*6,900461*6,900462*6,900463*6,900464*6,900465*6",
39,"900231*10,900232*10,900233*10,900234*10,900235*10,900236*10,900237*10,900238*10,900239*10,900240*10,900241*10,900242*10,900243*10,900244*10,900245*10,900246*10,900247*10,900248*10,900249*10,900250*10,900251*10,900252*10,900253*10,900254*10,900255*10,900256*10,900257*10,900258*10,900259*10,900260*10,900261*10,900262*10,900263*10,900264*10,900265*10,900266*10,900267*10,900268*10,900269*10,900270*10,900271*10,900272*10,900273*10,900274*10,900275*10,900276*10,900277*10,900278*10,900279*10,900280*10,900181*5,900182*5,900183*5,900184*5,900185*5,900186*5,900187*5,900188*5,900189*5,900190*5,900191*5,900192*5,900193*5,900194*5,900195*5,900196*5,900197*5,900198*5,900199*5,900200*5,900201*5,900202*5,900203*5,900204*5,900205*5,900206*5,900207*5,900208*5,900209*5,900210*5,900211*5,900212*5,900213*5,900214*5,900215*5,900216*5,900217*5,900218*5,900219*5,900220*5,900361*5,900362*5,900363*5,900364*5,900365*5,900366*5,900367*5,900368*5,900369*5,900370*5,900371*5,900372*5,900373*5,900374*5,900375*5,900376*5,900377*5,900378*5,900379*5,900380*5,900381*5,900382*5,900383*5,900384*5,900385*5,900386*5,900387*5,900388*5,900389*5,900390*5,900436*6,900437*6,900438*6,900439*6,900440*6,900441*6,900442*6,900443*6,900444*6,900445*6,900446*6,900447*6,900448*6,900449*6,900450*6,900451*6,900452*6,900453*6,900454*6,900455*6,900456*6,900457*6,900458*6,900459*6,900460*6,900461*6,900462*6,900463*6,900464*6,900465*6",
40,"900231*10,900232*10,900233*10,900234*10,900235*10,900236*10,900237*10,900238*10,900239*10,900240*10,900241*10,900242*10,900243*10,900244*10,900245*10,900246*10,900247*10,900248*10,900249*10,900250*10,900251*10,900252*10,900253*10,900254*10,900255*10,900256*10,900257*10,900258*10,900259*10,900260*10,900261*10,900262*10,900263*10,900264*10,900265*10,900266*10,900267*10,900268*10,900269*10,900270*10,900271*10,900272*10,900273*10,900274*10,900275*10,900276*10,900277*10,900278*10,900279*10,900280*10,900181*5,900182*5,900183*5,900184*5,900185*5,900186*5,900187*5,900188*5,900189*5,900190*5,900191*5,900192*5,900193*5,900194*5,900195*5,900196*5,900197*5,900198*5,900199*5,900200*5,900201*5,900202*5,900203*5,900204*5,900205*5,900206*5,900207*5,900208*5,900209*5,900210*5,900211*5,900212*5,900213*5,900214*5,900215*5,900216*5,900217*5,900218*5,900219*5,900220*5,900361*5,900362*5,900363*5,900364*5,900365*5,900366*5,900367*5,900368*5,900369*5,900370*5,900371*5,900372*5,900373*5,900374*5,900375*5,900376*5,900377*5,900378*5,900379*5,900380*5,900381*5,900382*5,900383*5,900384*5,900385*5,900386*5,900387*5,900388*5,900389*5,900390*5,900436*6,900437*6,900438*6,900439*6,900440*6,900441*6,900442*6,900443*6,900444*6,900445*6,900446*6,900447*6,900448*6,900449*6,900450*6,900451*6,900452*6,900453*6,900454*6,900455*6,900456*6,900457*6,900458*6,900459*6,900460*6,900461*6,900462*6,900463*6,900464*6,900465*6",
41,"900231*6,900232*6,900233*6,900234*6,900235*6,900236*6,900237*6,900238*6,900239*6,900240*6,900241*6,900242*6,900243*6,900244*6,900245*6,900246*6,900247*6,900248*6,900249*6,900250*6,900251*6,900252*6,900253*6,900254*6,900255*6,900256*6,900257*6,900258*6,900259*6,900260*6,900261*6,900262*6,900263*6,900264*6,900265*6,900266*6,900267*6,900268*6,900269*6,900270*6,900271*6,900272*6,900273*6,900274*6,900275*6,900276*6,900277*6,900278*6,900279*6,900280*6,900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900361*6,900362*6,900363*6,900364*6,900365*6,900366*6,900367*6,900368*6,900369*6,900370*6,900371*6,900372*6,900373*6,900374*6,900375*6,900376*6,900377*6,900378*6,900379*6,900380*6,900381*6,900382*6,900383*6,900384*6,900385*6,900386*6,900387*6,900388*6,900389*6,900390*6,900451*5,900452*5,900453*5,900454*5,900455*5,900456*5,900457*5,900458*5,900459*5,900460*5,900461*5,900462*5,900463*5,900464*5,900465*5,900466*5,900467*5,900468*5,900469*5,900470*5,900471*5,900472*5,900473*5,900474*5,900475*5,900476*5,900477*5,900478*5,900479*5,900480*5",
42,"900231*6,900232*6,900233*6,900234*6,900235*6,900236*6,900237*6,900238*6,900239*6,900240*6,900241*6,900242*6,900243*6,900244*6,900245*6,900246*6,900247*6,900248*6,900249*6,900250*6,900251*6,900252*6,900253*6,900254*6,900255*6,900256*6,900257*6,900258*6,900259*6,900260*6,900261*6,900262*6,900263*6,900264*6,900265*6,900266*6,900267*6,900268*6,900269*6,900270*6,900271*6,900272*6,900273*6,900274*6,900275*6,900276*6,900277*6,900278*6,900279*6,900280*6,900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900361*6,900362*6,900363*6,900364*6,900365*6,900366*6,900367*6,900368*6,900369*6,900370*6,900371*6,900372*6,900373*6,900374*6,900375*6,900376*6,900377*6,900378*6,900379*6,900380*6,900381*6,900382*6,900383*6,900384*6,900385*6,900386*6,900387*6,900388*6,900389*6,900390*6,900451*5,900452*5,900453*5,900454*5,900455*5,900456*5,900457*5,900458*5,900459*5,900460*5,900461*5,900462*5,900463*5,900464*5,900465*5,900466*5,900467*5,900468*5,900469*5,900470*5,900471*5,900472*5,900473*5,900474*5,900475*5,900476*5,900477*5,900478*5,900479*5,900480*5",
43,"900231*6,900232*6,900233*6,900234*6,900235*6,900236*6,900237*6,900238*6,900239*6,900240*6,900241*6,900242*6,900243*6,900244*6,900245*6,900246*6,900247*6,900248*6,900249*6,900250*6,900251*6,900252*6,900253*6,900254*6,900255*6,900256*6,900257*6,900258*6,900259*6,900260*6,900261*6,900262*6,900263*6,900264*6,900265*6,900266*6,900267*6,900268*6,900269*6,900270*6,900271*6,900272*6,900273*6,900274*6,900275*6,900276*6,900277*6,900278*6,900279*6,900280*6,900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900361*6,900362*6,900363*6,900364*6,900365*6,900366*6,900367*6,900368*6,900369*6,900370*6,900371*6,900372*6,900373*6,900374*6,900375*6,900376*6,900377*6,900378*6,900379*6,900380*6,900381*6,900382*6,900383*6,900384*6,900385*6,900386*6,900387*6,900388*6,900389*6,900390*6,900451*5,900452*5,900453*5,900454*5,900455*5,900456*5,900457*5,900458*5,900459*5,900460*5,900461*5,900462*5,900463*5,900464*5,900465*5,900466*5,900467*5,900468*5,900469*5,900470*5,900471*5,900472*5,900473*5,900474*5,900475*5,900476*5,900477*5,900478*5,900479*5,900480*5",
44,"900231*6,900232*6,900233*6,900234*6,900235*6,900236*6,900237*6,900238*6,900239*6,900240*6,900241*6,900242*6,900243*6,900244*6,900245*6,900246*6,900247*6,900248*6,900249*6,900250*6,900251*6,900252*6,900253*6,900254*6,900255*6,900256*6,900257*6,900258*6,900259*6,900260*6,900261*6,900262*6,900263*6,900264*6,900265*6,900266*6,900267*6,900268*6,900269*6,900270*6,900271*6,900272*6,900273*6,900274*6,900275*6,900276*6,900277*6,900278*6,900279*6,900280*6,900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900361*6,900362*6,900363*6,900364*6,900365*6,900366*6,900367*6,900368*6,900369*6,900370*6,900371*6,900372*6,900373*6,900374*6,900375*6,900376*6,900377*6,900378*6,900379*6,900380*6,900381*6,900382*6,900383*6,900384*6,900385*6,900386*6,900387*6,900388*6,900389*6,900390*6,900451*5,900452*5,900453*5,900454*5,900455*5,900456*5,900457*5,900458*5,900459*5,900460*5,900461*5,900462*5,900463*5,900464*5,900465*5,900466*5,900467*5,900468*5,900469*5,900470*5,900471*5,900472*5,900473*5,900474*5,900475*5,900476*5,900477*5,900478*5,900479*5,900480*5",
45,"900231*6,900232*6,900233*6,900234*6,900235*6,900236*6,900237*6,900238*6,900239*6,900240*6,900241*6,900242*6,900243*6,900244*6,900245*6,900246*6,900247*6,900248*6,900249*6,900250*6,900251*6,900252*6,900253*6,900254*6,900255*6,900256*6,900257*6,900258*6,900259*6,900260*6,900261*6,900262*6,900263*6,900264*6,900265*6,900266*6,900267*6,900268*6,900269*6,900270*6,900271*6,900272*6,900273*6,900274*6,900275*6,900276*6,900277*6,900278*6,900279*6,900280*6,900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900361*6,900362*6,900363*6,900364*6,900365*6,900366*6,900367*6,900368*6,900369*6,900370*6,900371*6,900372*6,900373*6,900374*6,900375*6,900376*6,900377*6,900378*6,900379*6,900380*6,900381*6,900382*6,900383*6,900384*6,900385*6,900386*6,900387*6,900388*6,900389*6,900390*6,900451*5,900452*5,900453*5,900454*5,900455*5,900456*5,900457*5,900458*5,900459*5,900460*5,900461*5,900462*5,900463*5,900464*5,900465*5,900466*5,900467*5,900468*5,900469*5,900470*5,900471*5,900472*5,900473*5,900474*5,900475*5,900476*5,900477*5,900478*5,900479*5,900480*5",
46,"900231*6,900232*6,900233*6,900234*6,900235*6,900236*6,900237*6,900238*6,900239*6,900240*6,900241*6,900242*6,900243*6,900244*6,900245*6,900246*6,900247*6,900248*6,900249*6,900250*6,900251*6,900252*6,900253*6,900254*6,900255*6,900256*6,900257*6,900258*6,900259*6,900260*6,900261*6,900262*6,900263*6,900264*6,900265*6,900266*6,900267*6,900268*6,900269*6,900270*6,900271*6,900272*6,900273*6,900274*6,900275*6,900276*6,900277*6,900278*6,900279*6,900280*6,900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900361*6,900362*6,900363*6,900364*6,900365*6,900366*6,900367*6,900368*6,900369*6,900370*6,900371*6,900372*6,900373*6,900374*6,900375*6,900376*6,900377*6,900378*6,900379*6,900380*6,900381*6,900382*6,900383*6,900384*6,900385*6,900386*6,900387*6,900388*6,900389*6,900390*6,900451*5,900452*5,900453*5,900454*5,900455*5,900456*5,900457*5,900458*5,900459*5,900460*5,900461*5,900462*5,900463*5,900464*5,900465*5,900466*5,900467*5,900468*5,900469*5,900470*5,900471*5,900472*5,900473*5,900474*5,900475*5,900476*5,900477*5,900478*5,900479*5,900480*5",
47,"900231*6,900232*6,900233*6,900234*6,900235*6,900236*6,900237*6,900238*6,900239*6,900240*6,900241*6,900242*6,900243*6,900244*6,900245*6,900246*6,900247*6,900248*6,900249*6,900250*6,900251*6,900252*6,900253*6,900254*6,900255*6,900256*6,900257*6,900258*6,900259*6,900260*6,900261*6,900262*6,900263*6,900264*6,900265*6,900266*6,900267*6,900268*6,900269*6,900270*6,900271*6,900272*6,900273*6,900274*6,900275*6,900276*6,900277*6,900278*6,900279*6,900280*6,900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900361*6,900362*6,900363*6,900364*6,900365*6,900366*6,900367*6,900368*6,900369*6,900370*6,900371*6,900372*6,900373*6,900374*6,900375*6,900376*6,900377*6,900378*6,900379*6,900380*6,900381*6,900382*6,900383*6,900384*6,900385*6,900386*6,900387*6,900388*6,900389*6,900390*6,900451*5,900452*5,900453*5,900454*5,900455*5,900456*5,900457*5,900458*5,900459*5,900460*5,900461*5,900462*5,900463*5,900464*5,900465*5,900466*5,900467*5,900468*5,900469*5,900470*5,900471*5,900472*5,900473*5,900474*5,900475*5,900476*5,900477*5,900478*5,900479*5,900480*5",
48,"900231*6,900232*6,900233*6,900234*6,900235*6,900236*6,900237*6,900238*6,900239*6,900240*6,900241*6,900242*6,900243*6,900244*6,900245*6,900246*6,900247*6,900248*6,900249*6,900250*6,900251*6,900252*6,900253*6,900254*6,900255*6,900256*6,900257*6,900258*6,900259*6,900260*6,900261*6,900262*6,900263*6,900264*6,900265*6,900266*6,900267*6,900268*6,900269*6,900270*6,900271*6,900272*6,900273*6,900274*6,900275*6,900276*6,900277*6,900278*6,900279*6,900280*6,900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900361*6,900362*6,900363*6,900364*6,900365*6,900366*6,900367*6,900368*6,900369*6,900370*6,900371*6,900372*6,900373*6,900374*6,900375*6,900376*6,900377*6,900378*6,900379*6,900380*6,900381*6,900382*6,900383*6,900384*6,900385*6,900386*6,900387*6,900388*6,900389*6,900390*6,900451*5,900452*5,900453*5,900454*5,900455*5,900456*5,900457*5,900458*5,900459*5,900460*5,900461*5,900462*5,900463*5,900464*5,900465*5,900466*5,900467*5,900468*5,900469*5,900470*5,900471*5,900472*5,900473*5,900474*5,900475*5,900476*5,900477*5,900478*5,900479*5,900480*5",
49,"900231*6,900232*6,900233*6,900234*6,900235*6,900236*6,900237*6,900238*6,900239*6,900240*6,900241*6,900242*6,900243*6,900244*6,900245*6,900246*6,900247*6,900248*6,900249*6,900250*6,900251*6,900252*6,900253*6,900254*6,900255*6,900256*6,900257*6,900258*6,900259*6,900260*6,900261*6,900262*6,900263*6,900264*6,900265*6,900266*6,900267*6,900268*6,900269*6,900270*6,900271*6,900272*6,900273*6,900274*6,900275*6,900276*6,900277*6,900278*6,900279*6,900280*6,900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900361*6,900362*6,900363*6,900364*6,900365*6,900366*6,900367*6,900368*6,900369*6,900370*6,900371*6,900372*6,900373*6,900374*6,900375*6,900376*6,900377*6,900378*6,900379*6,900380*6,900381*6,900382*6,900383*6,900384*6,900385*6,900386*6,900387*6,900388*6,900389*6,900390*6,900451*5,900452*5,900453*5,900454*5,900455*5,900456*5,900457*5,900458*5,900459*5,900460*5,900461*5,900462*5,900463*5,900464*5,900465*5,900466*5,900467*5,900468*5,900469*5,900470*5,900471*5,900472*5,900473*5,900474*5,900475*5,900476*5,900477*5,900478*5,900479*5,900480*5",
50,"900231*6,900232*6,900233*6,900234*6,900235*6,900236*6,900237*6,900238*6,900239*6,900240*6,900241*6,900242*6,900243*6,900244*6,900245*6,900246*6,900247*6,900248*6,900249*6,900250*6,900251*6,900252*6,900253*6,900254*6,900255*6,900256*6,900257*6,900258*6,900259*6,900260*6,900261*6,900262*6,900263*6,900264*6,900265*6,900266*6,900267*6,900268*6,900269*6,900270*6,900271*6,900272*6,900273*6,900274*6,900275*6,900276*6,900277*6,900278*6,900279*6,900280*6,900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900361*6,900362*6,900363*6,900364*6,900365*6,900366*6,900367*6,900368*6,900369*6,900370*6,900371*6,900372*6,900373*6,900374*6,900375*6,900376*6,900377*6,900378*6,900379*6,900380*6,900381*6,900382*6,900383*6,900384*6,900385*6,900386*6,900387*6,900388*6,900389*6,900390*6,900451*5,900452*5,900453*5,900454*5,900455*5,900456*5,900457*5,900458*5,900459*5,900460*5,900461*5,900462*5,900463*5,900464*5,900465*5,900466*5,900467*5,900468*5,900469*5,900470*5,900471*5,900472*5,900473*5,900474*5,900475*5,900476*5,900477*5,900478*5,900479*5,900480*5",
51,"900231*6,900232*6,900233*6,900234*6,900235*6,900236*6,900237*6,900238*6,900239*6,900240*6,900241*6,900242*6,900243*6,900244*6,900245*6,900246*6,900247*6,900248*6,900249*6,900250*6,900251*6,900252*6,900253*6,900254*6,900255*6,900256*6,900257*6,900258*6,900259*6,900260*6,900261*6,900262*6,900263*6,900264*6,900265*6,900266*6,900267*6,900268*6,900269*6,900270*6,900271*6,900272*6,900273*6,900274*6,900275*6,900276*6,900277*6,900278*6,900279*6,900280*6,900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900361*6,900362*6,900363*6,900364*6,900365*6,900366*6,900367*6,900368*6,900369*6,900370*6,900371*6,900372*6,900373*6,900374*6,900375*6,900376*6,900377*6,900378*6,900379*6,900380*6,900381*6,900382*6,900383*6,900384*6,900385*6,900386*6,900387*6,900388*6,900389*6,900390*6,900451*5,900452*5,900453*5,900454*5,900455*5,900456*5,900457*5,900458*5,900459*5,900460*5,900461*5,900462*5,900463*5,900464*5,900465*5,900466*5,900467*5,900468*5,900469*5,900470*5,900471*5,900472*5,900473*5,900474*5,900475*5,900476*5,900477*5,900478*5,900479*5,900480*5",
52,"900231*6,900232*6,900233*6,900234*6,900235*6,900236*6,900237*6,900238*6,900239*6,900240*6,900241*6,900242*6,900243*6,900244*6,900245*6,900246*6,900247*6,900248*6,900249*6,900250*6,900251*6,900252*6,900253*6,900254*6,900255*6,900256*6,900257*6,900258*6,900259*6,900260*6,900261*6,900262*6,900263*6,900264*6,900265*6,900266*6,900267*6,900268*6,900269*6,900270*6,900271*6,900272*6,900273*6,900274*6,900275*6,900276*6,900277*6,900278*6,900279*6,900280*6,900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900361*6,900362*6,900363*6,900364*6,900365*6,900366*6,900367*6,900368*6,900369*6,900370*6,900371*6,900372*6,900373*6,900374*6,900375*6,900376*6,900377*6,900378*6,900379*6,900380*6,900381*6,900382*6,900383*6,900384*6,900385*6,900386*6,900387*6,900388*6,900389*6,900390*6,900451*5,900452*5,900453*5,900454*5,900455*5,900456*5,900457*5,900458*5,900459*5,900460*5,900461*5,900462*5,900463*5,900464*5,900465*5,900466*5,900467*5,900468*5,900469*5,900470*5,900471*5,900472*5,900473*5,900474*5,900475*5,900476*5,900477*5,900478*5,900479*5,900480*5",
53,"900231*6,900232*6,900233*6,900234*6,900235*6,900236*6,900237*6,900238*6,900239*6,900240*6,900241*6,900242*6,900243*6,900244*6,900245*6,900246*6,900247*6,900248*6,900249*6,900250*6,900251*6,900252*6,900253*6,900254*6,900255*6,900256*6,900257*6,900258*6,900259*6,900260*6,900261*6,900262*6,900263*6,900264*6,900265*6,900266*6,900267*6,900268*6,900269*6,900270*6,900271*6,900272*6,900273*6,900274*6,900275*6,900276*6,900277*6,900278*6,900279*6,900280*6,900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900361*6,900362*6,900363*6,900364*6,900365*6,900366*6,900367*6,900368*6,900369*6,900370*6,900371*6,900372*6,900373*6,900374*6,900375*6,900376*6,900377*6,900378*6,900379*6,900380*6,900381*6,900382*6,900383*6,900384*6,900385*6,900386*6,900387*6,900388*6,900389*6,900390*6,900451*5,900452*5,900453*5,900454*5,900455*5,900456*5,900457*5,900458*5,900459*5,900460*5,900461*5,900462*5,900463*5,900464*5,900465*5,900466*5,900467*5,900468*5,900469*5,900470*5,900471*5,900472*5,900473*5,900474*5,900475*5,900476*5,900477*5,900478*5,900479*5,900480*5",
54,"900231*6,900232*6,900233*6,900234*6,900235*6,900236*6,900237*6,900238*6,900239*6,900240*6,900241*6,900242*6,900243*6,900244*6,900245*6,900246*6,900247*6,900248*6,900249*6,900250*6,900251*6,900252*6,900253*6,900254*6,900255*6,900256*6,900257*6,900258*6,900259*6,900260*6,900261*6,900262*6,900263*6,900264*6,900265*6,900266*6,900267*6,900268*6,900269*6,900270*6,900271*6,900272*6,900273*6,900274*6,900275*6,900276*6,900277*6,900278*6,900279*6,900280*6,900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900361*6,900362*6,900363*6,900364*6,900365*6,900366*6,900367*6,900368*6,900369*6,900370*6,900371*6,900372*6,900373*6,900374*6,900375*6,900376*6,900377*6,900378*6,900379*6,900380*6,900381*6,900382*6,900383*6,900384*6,900385*6,900386*6,900387*6,900388*6,900389*6,900390*6,900451*5,900452*5,900453*5,900454*5,900455*5,900456*5,900457*5,900458*5,900459*5,900460*5,900461*5,900462*5,900463*5,900464*5,900465*5,900466*5,900467*5,900468*5,900469*5,900470*5,900471*5,900472*5,900473*5,900474*5,900475*5,900476*5,900477*5,900478*5,900479*5,900480*5",
55,"900231*6,900232*6,900233*6,900234*6,900235*6,900236*6,900237*6,900238*6,900239*6,900240*6,900241*6,900242*6,900243*6,900244*6,900245*6,900246*6,900247*6,900248*6,900249*6,900250*6,900251*6,900252*6,900253*6,900254*6,900255*6,900256*6,900257*6,900258*6,900259*6,900260*6,900261*6,900262*6,900263*6,900264*6,900265*6,900266*6,900267*6,900268*6,900269*6,900270*6,900271*6,900272*6,900273*6,900274*6,900275*6,900276*6,900277*6,900278*6,900279*6,900280*6,900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900361*6,900362*6,900363*6,900364*6,900365*6,900366*6,900367*6,900368*6,900369*6,900370*6,900371*6,900372*6,900373*6,900374*6,900375*6,900376*6,900377*6,900378*6,900379*6,900380*6,900381*6,900382*6,900383*6,900384*6,900385*6,900386*6,900387*6,900388*6,900389*6,900390*6,900451*5,900452*5,900453*5,900454*5,900455*5,900456*5,900457*5,900458*5,900459*5,900460*5,900461*5,900462*5,900463*5,900464*5,900465*5,900466*5,900467*5,900468*5,900469*5,900470*5,900471*5,900472*5,900473*5,900474*5,900475*5,900476*5,900477*5,900478*5,900479*5,900480*5",
56,"900231*6,900232*6,900233*6,900234*6,900235*6,900236*6,900237*6,900238*6,900239*6,900240*6,900241*6,900242*6,900243*6,900244*6,900245*6,900246*6,900247*6,900248*6,900249*6,900250*6,900251*6,900252*6,900253*6,900254*6,900255*6,900256*6,900257*6,900258*6,900259*6,900260*6,900261*6,900262*6,900263*6,900264*6,900265*6,900266*6,900267*6,900268*6,900269*6,900270*6,900271*6,900272*6,900273*6,900274*6,900275*6,900276*6,900277*6,900278*6,900279*6,900280*6,900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900361*6,900362*6,900363*6,900364*6,900365*6,900366*6,900367*6,900368*6,900369*6,900370*6,900371*6,900372*6,900373*6,900374*6,900375*6,900376*6,900377*6,900378*6,900379*6,900380*6,900381*6,900382*6,900383*6,900384*6,900385*6,900386*6,900387*6,900388*6,900389*6,900390*6,900451*5,900452*5,900453*5,900454*5,900455*5,900456*5,900457*5,900458*5,900459*5,900460*5,900461*5,900462*5,900463*5,900464*5,900465*5,900466*5,900467*5,900468*5,900469*5,900470*5,900471*5,900472*5,900473*5,900474*5,900475*5,900476*5,900477*5,900478*5,900479*5,900480*5",
